node_id,section_id,x,y,lon,lat
183,91,415474.05979587924,5586784.703607451,-4.190013968576717,50.42699800968753
184,92,414400.6574904971,5587046.721032546,-4.205182332475585,50.42919839400225
185,92,415297.7168739419,5586561.55557288,-4.1924456797716525,50.424966172860465
186,93,413900.7871180829,5586949.444418405,-4.212196173799476,50.42825064550833
187,93,415309.6030437049,5586326.760075997,-4.192225373334456,50.422856736722785
188,94,414252.1414425446,5586571.317301635,-4.20716415472382,50.42490217963229
189,94,415252.44133052207,5586233.480618755,-4.193008806979882,50.422009772528305
190,95,414241.8994186566,5586401.392667944,-4.207269460084625,50.423372824328766
191,95,415178.78334556107,5586052.235660701,-4.194004489125753,50.42036948374398
192,96,414185.88480918005,5586134.233929645,-4.207996714382643,50.42096251089736
193,96,415136.86339617806,5585892.501308177,-4.194558319599038,50.41892718495265
194,97,414125.8608444493,5585892.220980877,-4.208786074857246,50.41877770203159
195,97,415103.4996311411,5585778.474515479,-4.1950020503097445,50.4178970973122
196,98,414106.06275121827,5585717.985884004,-4.2090248086448385,50.4172081895592
197,98,415065.8915996868,5585654.242461117,-4.19550317946702,50.41677463412523
198,99,414123.259968408,5585460.841304806,-4.208723958233669,50.41489861396348
199,99,415017.7112564973,5585487.558680944,-4.196143446679505,50.41526893677431
200,100,414160.0603290123,5585223.350619628,-4.208151796095732,50.41276861769035
201,100,414936.3787974347,5585216.144472966,-4.1972264386849885,50.41281675786418
202,101,414166.8209990317,5585055.204289658,-4.2080182164935405,50.41125773282552
203,101,414826.5574367505,5584995.121149794,-4.1987216066269255,50.41081352563545
204,102,414278.44986789045,5584867.720901714,-4.20640470832463,50.409588291158094
205,102,414743.3521445861,5584784.963428375,-4.199844628577638,50.40891183499346
206,103,414259.3093535875,5584557.509290843,-4.206603176490337,50.406796254513274
207,103,414658.1104588237,5584508.762714005,-4.200981201926741,50.40641601595215
208,104,414114.1799659859,5584407.951955006,-4.208610848224981,50.405430324658106
209,104,414545.0277203339,5584292.584457148,-4.202522999840195,50.4044558256629
210,105,414006.15065397223,5584205.440945451,-4.2100843343720875,50.40359366290059
211,105,414544.2137900385,5584003.667269426,-4.202468708813654,50.40185792479515
212,106,413955.12616155297,5583989.480549973,-4.210752689952095,50.40164440341888
213,106,414394.86115412874,5583809.889306364,-4.204525626938386,50.4000938434466
214,107,413874.19933354406,5583735.952317326,-4.211833022151119,50.39935297020499
215,107,414422.7797409615,5583583.222544807,-4.204081246154374,50.39805984810623
216,108,413152.2116594369,5583508.69019176,-4.221936762837772,50.39720331726616
217,108,414473.9729883078,5583489.974543331,-4.2033398912290485,50.39722886553932
218,109,413207.1363377816,5583173.713261508,-4.221086784060872,50.39419952163249
219,109,414496.9664188724,5583416.518504283,-4.202999734562393,50.39657173469367
220,110,413817.4108948687,5583001.535413358,-4.212463406555904,50.39274119346149
221,110,414562.4703791274,5583371.213512322,-4.202068028152333,50.396173902583115
222,111,414033.6583133588,5582883.1362090595,-4.2093947565185355,50.39170827949034
223,111,414709.50329352467,5583298.834510352,-4.1999833923002114,50.39554446436976
224,112,414191.4156604142,5582703.15430042,-4.207134818321651,50.39011303106664
225,112,414822.6123494572,5583258.576011523,-4.198383262858477,50.395198883766554
226,113,414304.0338663008,5582575.972394411,-4.205521906381904,50.388985908173545
227,113,414911.05509752117,5583166.651976616,-4.197118409941406,50.39438516135348
